Fiscal Year,Professor Name,Department,Project Name,Project Duration,Project Cost
109,謝豐帆,國立清華大學語言學研究所,漢語重音相關議題的量化質性研究（II）,2020/08/01~2021/12/31,"1,008,000元"
109,謝文萍,國立清華大學統計學研究所,中醫體質之遺傳因子與疾病的關連,2020/08/01~2022/07/31,"1,830,000元"
109,謝傳崇,國立清華大學教育與學習科技學系,學校分佈式領導與校長教學領導對教師教學創新影響之研究--以教師自我效能感為中介變項,2020/08/01~2021/12/31,"855,000元"
109,謝秉璇,國立清華大學電機工程學系（所）,子計畫二：應用於陣列感測光達之混合型解調前端設計(1/2),2020/05/01~2021/04/30,"2,300,000元"
109,謝志成,國立清華大學電機工程學系（所）,子計畫一：低功耗智慧視覺影像感測晶片(1/2),2020/05/01~2021/07/31,"4,076,000元"
109,謝英哲,國立清華大學科技管理研究所,社會創新的演化與擴散：從台灣到亞太的探索歷程,2020/08/01~2024/07/31,"2,652,000元"
109,賀陳弘,國立清華大學動力機械工程學系,廢棄手機顯示器與電路板以及平板電腦顯示器之金屬回收製程研究,2020/08/01~2024/01/31,"4,697,000元"
109,賴尚宏,國立清華大學資訊工程學系（所）,深度學習應用於機器人視覺之最佳化(3/4),2020/01/01~2020/12/31,"13,418,142元"
109,賴詩萍,國立清華大學天文學研究所,探索恆星與行星形成的最初階段,2020/08/01~2023/07/31,"5,235,000元"
109,賴志煌,國立清華大學材料科學工程學系（所）,總計畫暨子計畫一：前瞻磁阻式記憶體單元元件開發(1/2),2020/05/01~2021/05/31,"11,600,000元"
109,趙君行,國立清華大學原子科學技術發展中心,建立以加馬能譜技術分析自然水中放射性鐳同位素,2020/08/01~2021/07/31,"916,000元"
109,趙啟超,國立清華大學通訊工程研究所,類循環低密度偶校碼之秩分析及應用研究,2020/08/01~2022/10/31,"2,160,000元"
109,趙煦,國立清華大學光電工程研究所,低折射率矽氧氮光學薄膜之研究應用於雷射干涉重力波偵測器,2020/08/01~2021/10/31,"1,841,000元"
109,趙得勝,國立清華大學原子科學技術發展中心,寬能隙氮化鎵固態型輻射偵檢器之元件開發與應用可行性評估,2020/08/01~2023/10/31,"3,148,000元"
109,趙得勝,國立清華大學原子科學技術發展中心,除役核電廠輻射劑量評估之廠址特定參數及其不確定性分析研究,2020/01/01~2020/12/31,"350,000元"
109,趙芝良,國立清華大學環境與文化資源學系,自發性山徑地理資訊與山林開放後步道管理政策,2020/08/01~2021/07/31,"877,000元"
109,趙蓮菊,國立清華大學統計學研究所,"NERC-MOST:生物多樣性之改變:整合物種分類,系統演化和生態系功能多樣性(2/2)",2020/10/01~2023/09/30,"600,000元"
109,連振炘,國立清華大學電子工程研究所,二維半導體電晶體研製與應用,2020/08/01~2022/07/31,"4,074,000元"
109,連金發,國立清華大學語言學研究所,探索閩南語數量及程度,2020/08/01~2022/10/31,"1,965,000元"
109,邱瀞德,國立清華大學資訊工程學系（所）,子計畫四：融合光達和光學影像的智慧三維感測視覺辨識系統(1/2),2020/05/01~2021/04/30,"2,300,000元"
109,邱鴻麟,國立清華大學數學系（所）,柯西黎曼雅瑪比數為正的柯西黎曼流形的研究,2020/08/01~2024/07/31,"1,771,000元"
109,邱偉育,國立清華大學電機工程學系（所）,基於強化學習之能源聚合研究,2020/08/01~2021/11/30,"1,308,000元"
109,邱婉茜,國立清華大學計量財務金融學系,文字探勘於銀行借貸之研究,2020/08/01~2023/07/31,"3,780,000元"
109,邱博文,國立清華大學電子工程研究所,二維原子層異質結構之新穎電子與光電元件技術開發,2020/08/01~2021/07/31,"10,500,000元"
109,邱博文,國立清華大學電子工程研究所,單原子層二維半導體之原子鑲嵌與特性操控,2020/08/01~2023/07/31,"6,000,000元"
109,邱文信,國立清華大學運動科學系,氣壓式雙向多功能健身手臂設計及應用評估,2020/06/01~2021/05/31,"400,000元"
109,邱誌勇,國立清華大學藝術學院,數位替身與沉浸式科技藝術典藏創作實踐研究—以機械操偶《蕭賀文》為例,2020/08/01~2021/12/31,"872,500元"
109,邱銘傳,國立清華大學工業工程與工程管理學系（所）,以機器學習方法建構智慧產品服務系統中之個人化推薦系統,2020/08/01~2023/10/31,"2,664,000元"
109,邱馨慧,國立清華大學歷史研究所,荷蘭時代臺灣虎尾壠人的生活世界,2020/08/01~2022/07/31,"742,000元"
109,郭崇涵,國立清華大學系統神經科學研究所,小鼠理毛行為之探索(2/5),2020/02/01~2021/01/31,"7,000,000元"
109,郭佩宜,國立清華大學服務科學研究所,從跨領域介入方式探索正向科技（PositiveTechnology）的設計可能性與療效性,2020/08/01~2024/03/31,"2,826,000元"
109,郭俊宏,國立清華大學經濟學系（所）,異質的工作技能與互補性的生產要素對要素所得份額的影響分析,2020/08/01~2021/10/31,"775,000元"
109,郭立園,國立清華大學分子與細胞生物研究所,蘿蔓藤蕨科之親緣基因體學、系統分類與附生演化研究,2020/01/01~2022/07/31,"3,300,000元"
109,郭柏志,國立清華大學資訊工程學系（所）,利用多模式機器學習方法整合電子病歷與X光影像進行臨床結果預測,2020/10/01~2023/07/31,"2,866,000元"
109,鄂本帕偉,國立清華大學化學系（所）,高效能「投幣式」化學分析：方法發展與應用,2020/08/01~2023/10/31,"18,000,000元"
109,鄭縈,國立清華大學臺灣語言研究與教學研究所,賽夏語、客家語、閩南語與華語的切斷類動詞研究,2020/01/01~2022/06/30,"929,000元"
109,鄭少為,國立清華大學統計學研究所,在具異質性與相關性誤差之函數型線性模型下的本質編碼與效應之辨識,2020/08/01~2022/01/31,"805,000元"
109,鄭弘泰,國立清華大學物理學系（所）,"二維,層狀,超導,拓樸,磁性,氧化物,及熱電材料之新穎電子結構研究",2020/08/01~2023/07/31,"5,400,000元"
109,鄭思婷,國立清華大學臺灣語言研究與教學研究所,構式搭配分析法在華語教學之應用：以「拉拖扯」為例,2020/08/01~2021/07/31,"480,000元"
109,鄭桂忠,國立清華大學電機工程學系（所）,總計畫暨子計畫二：基於仿神經智慧之低延遲低功耗深度學習晶片實現(1/2),2020/05/01~2021/07/31,"9,881,000元"
109,鄭兆珉,國立清華大學生物醫學工程研究所,搭配適當醫療處置方式之燒燙傷患者傷口修復及細菌感染微環境快速檢測,2020/01/01~2020/12/31,"1,000,000元"
109,鄭兆珉,國立清華大學生物醫學工程研究所,新式檢體採樣工具之研製,2020/06/01~2021/05/31,"847,000元"
109,鄭博元,國立清華大學化學系（所）,超快光游離引發陽離子電荷轉移及構型緩解動態學研究(1/2),2020/08/01~2022/04/30,"2,500,000元"
109,鄭博泰,國立清華大學電機工程學系（所）,複合型串接式轉換器於電網應用之研製,2020/08/01~2021/07/31,"4,219,000元"
109,鄭西顯,國立清華大學化學工程學系（所）,利用CFD進行板式洗滌塔中顆粒清除的建模,2020/08/01~2021/07/31,"898,000元"
109,鄭喜恆,國立清華大學哲學研究所,從梅洛龐蒂的觀點檢視諾以的概念多元論,2020/08/01~2021/07/31,"465,000元"
109,鄭又仁,國立清華大學統計學研究所,在偏差樣本下分析因果效應的方法(1/2),2020/08/01~2021/07/31,"1,324,000元"
109,鄭志豪,國立清華大學數學系（所）,全純函式上同調,2020/08/01~2021/07/31,"473,000元"
109,鄭建鴻,國立清華大學化學系（所）,開發新穎水平排列之桿狀熱活化延遲螢光材料並應用於高效能有機發光二極體,2020/08/01~2021/07/31,"2,500,000元"
109,金守民,國立清華大學外國語文學系（所）,軀體與西方文明的歷史形成：中世紀晚期與早現代文學裡的身分認知與社群,2020/08/01~2022/03/15,"690,000元"
109,金仲達,國立清華大學資訊工程學系（所）,總計畫暨子計畫二：針對擬人雙手機器手臂之人類技能資料收集與移轉平台(1/2),2020/05/01~2021/04/30,"7,353,000元"
109,銀慶剛,國立清華大學統計學研究所,"遷移學習,情境老虎機及非線性或非恆定時間序列中的模型選取",2020/08/01~2023/10/31,"8,536,000元"
109,錢克瑄,國立清華大學科技管理研究所,台灣離岸風電產業的全球連結：全球生產網絡的視角,2020/01/01~2022/03/31,"1,620,000元"
109,闕郁倫,國立清華大學材料科學工程學系（所）,農業廢棄物回收碳之低溫石墨化技術開發與高值循環再利用技術開發(III),2020/12/01~2021/05/31,"750,000元"
109,闕郁倫,國立清華大學材料科學工程學系（所）,高選擇性多工氣體偵測器之新穎二維材料製程開發與臨場反應機制研究,2020/08/01~2021/07/31,"1,729,000元"
109,阮何長安,國立清華大學服務科學研究所,AIBusinessValuethroughtheConfigurationallens.,2020/08/01~2021/07/31,"480,000元"
109,陳國平,國立清華大學光電工程研究所,塔姆電漿子於熱輻射與雷射光源的開發與應用,2020/08/01~2023/10/31,"7,208,000元"
109,陳明彰,國立清華大學光電工程研究所,開發超強、埃秒、同調極紫外光源及度量衡系統探測奈米世界(2/5),2020/02/01~2021/01/31,"7,000,000元"
109,陳明蕾,國立清華大學臺灣語言研究與教學研究所,讀出異曲同工妙：以眼動追蹤技術探討國小學生多文本閱讀的整合歷程,2020/08/01~2022/12/31,"1,779,000元"
109,陳舜文,國立清華大學教育心理與諮商學系,以「Wason選擇作業」檢驗認知推理之領域特化性與雙重歷程模式,2020/08/01~2022/01/31,"828,000元"
109,陳兆年,國立清華大學數學系（所）,耗散孤粒子的研究,2020/08/01~2021/01/31,"494,000元"
109,陳之碩,國立清華大學生醫工程與環境科學系,細胞機械力訊號於腦瘤轉移與能量代謝之初探-II(2/2),2020/08/01~2022/03/31,"2,277,000元"
109,陳湘淳,國立清華大學幼兒教育學系,嬰兒工作記憶與持續性注意發展縱貫研究,2020/08/01~2023/07/31,"2,439,000元"
109,陳啟銘,國立清華大學計算與建模科學研究所,在Hadamard流形和CAＴ(0)空間之KKM性質，平衡問題及其應用,2020/08/01~2021/12/31,"414,000元"
109,陳健群,國立清華大學工程與系統科學系,利用台灣光子源開發超解析度同調光繞射顯微術觀測溶液中巨分子結構,2020/08/01~2023/10/31,"6,951,000元"
109,陳學仕,國立清華大學材料科學工程學系（所）,無鉛鎘量子點材料合成、光轉換與電致發光元件之應用研究,2020/08/01~2021/07/31,"1,594,000元"
109,陳文村,國立清華大學資訊工程學系（所）,適合社群物聯網之人工智慧邊緣運算平台,2020/08/01~2023/07/31,"3,004,000元"
109,陳玉彬,國立清華大學動力機械工程學系,運用深度學習之前開式晶圓盒缺陷檢測軟體開發,2020/06/01~2021/05/31,"820,000元"
109,陳榮順,國立清華大學動力機械工程學系,智慧化、自動化植物(花卉)成長監控及照護系統之研發(II),2020/08/01~2021/09/30,"993,000元"
109,陳新,國立清華大學電子工程研究所,具學習能力之突波式遞迴神經網路晶片系統設計,2020/08/01~2022/07/31,"1,159,000元"
109,陳芳馨,國立清華大學核子工程與科學研究所,一氧化氮與高遷移率族蛋白1在照射腫瘤微環境所扮演的角色：對腫瘤巨噬細胞聚集及腫瘤再生長之影響,2020/08/01~2023/07/31,"3,135,000元"
109,陳盈潔,國立清華大學材料科學工程學系（所）,設計智能仿生材料建構具功能性的血管網絡樹用以開發符合臨床需求複雜與高細胞密度的血管化厚組織,2020/08/01~2023/07/31,"4,743,184元"
109,陳俊成,國立清華大學數學系（所）,Mori纖維空間的幾何與拓樸性質,2020/08/01~2021/07/31,"363,000元"
109,陳益佳,國立清華大學化學系（所）,以超低頻拉曼光譜技術研究金屬串錯合物之分子及電子態結構及飛秒時間解析技術研究奈米金粒能量轉移機制,2020/08/01~2022/03/31,"2,500,000元"
109,陳柏宇,國立清華大學材料科學工程學系（所）,利用仿生及材料基因數位技術平台設計並開發具優異機械性能之創新輕量化結構材料(3/4),2020/08/01~2021/08/31,"7,900,000元"
109,陳柏宇,國立清華大學材料科學工程學系（所）,整合冷凍鑄造與積層製造技術開發具多階層孔洞結構之多功能陶瓷基複合材料,2020/08/01~2021/07/31,"1,622,000元"
109,陳淑娟,國立清華大學華文文學研究所,台北市、台南市及廈門閩南語的比較—兼論當地通行語（koiné）的形成,2020/08/01~2023/07/31,"2,016,000元"
109,陳淑芬,國立清華大學中國文學系（所）,梵文關聯式主從句之漢譯句式研究：以《藥師經》為主,2020/08/01~2021/12/31,"560,000元"
109,陳惠茹,國立清華大學天文學研究所,使用ALMA探索高質量恆星形成的多層級匯流不穩定性,2020/08/01~2022/07/31,"1,212,000元"
109,陳惠茹,國立清華大學天文學研究所,大學聯盟ALMA科學創進中心第五階段(2/3),2020/08/01~2023/10/31,"4,500,000元"
109,陳惠齡,國立清華大學台灣文學研究所,消失的歷史地景：以塹城南門區域考棚、郵便局與新竹寺為考察,2020/08/01~2023/07/31,"1,004,000元"
109,陳信文,國立清華大學化學工程學系（所）,Ni阻障層與Pb-Se-Sn-Te熱電材料的界面反應與相關材料系統的相圖,2020/08/01~2023/07/31,"4,614,000元"
109,陳信文,國立清華大學化學工程學系（所）,清政輔三校聯盟科研產業化平台計畫I,2020/10/01~2022/07/31,"73,693,000元"
109,陳信龍,國立清華大學化學工程學系（所）,具超高排斥作用力之嵌段共聚物於寡聚區域的自組裝行為研究,2020/08/01~2023/07/31,"3,538,000元"
109,陳燦耀,國立清華大學工程與系統科學系,以臨場X光光電子能譜與X光吸收光譜解析單奈米顆粒反應器中次奈米異質界面間的電子局部集中在二氧化碳還原反應的增益效應,2020/08/01~2023/07/31,"8,655,000元"
109,陳燦耀,國立清華大學工程與系統科學系,多孔性奈米碳材搭載光致氫反應觸媒作為奈米氫氣泡之吸附基載(2/2),2020/01/01~2021/03/31,"4,100,000元"
109,陳翰儀,國立清華大學材料科學工程學系（所）,高安全性與高能量密度之全固態鈉離子電池材料開發以及綠色能源永續發展(3/5),2020/08/01~2021/07/31,"5,300,000元"
109,陳致真,國立清華大學奈米工程與微系統研究所,血小板及其胞外體,2020/08/01~2021/07/31,"865,000元"
109,陳建良,國立清華大學工業工程與工程管理學系（所）,應用精實管理提升生產力,2020/06/01~2021/05/31,"890,000元"
109,陳建良,國立清華大學工業工程與工程管理學系（所）,最終測試產能規劃,2020/11/01~2021/12/31,"1,800,000元"
109,陳建添,國立清華大學化學系（所）,環胜肽在光激衰老和膝蓋軟骨膠原恢復的應用研究(1/2),2020/06/01~2021/05/31,"1,800,000元"
109,陳壽安,國立清華大學化學工程學系（所）,發射白光之熱活化延遲螢光高分子發光二極體之研究：主客體方法及單一TADF高分子方法,2020/08/01~2022/01/31,"2,064,000元"
109,韓永楷,國立清華大學資訊工程學系（所）,有關網路通訊與網路存取之安全、隱私、及信賴問題,2020/08/01~2021/07/31,"750,000元"
109,韓傳祥,國立清華大學計量財務金融學系,基於物聯網大數據分析之保險產業創新服務平台建置(IV),2020/06/01~2021/08/31,"7,150,000元"
109,韓傳祥,國立清華大學計量財務金融學系,藉由量子化進行線圖模式辨識的量化分析,2020/08/01~2021/10/31,"581,000元"
109,韓建中,國立清華大學化學系（所）,新型雜芳香環分子之酸催化聚合反應的研究與開發,2020/08/01~2022/01/31,"1,700,000元"
109,顏國樑,國立清華大學教育與學習科技學系,國民中小學校長公開授課執行之研究,2020/08/01~2021/11/30,"710,000元"
109,饒達仁,國立清華大學動力機械工程學系,生醫晶片代工廠製作程序設計及驗證（第二期）(2/2),2020/11/01~2021/12/31,"2,200,000元"
109,馬席彬,國立清華大學電機工程學系（所）,智慧棒球精準投打分析系統開發,2020/08/01~2021/07/31,"1,022,000元"
109,馬席彬,國立清華大學電機工程學系（所）,智慧高頻交易系統,2020/06/01~2021/05/31,"1,020,000元"
109,馬鈺欣,國立清華大學科技管理研究所,突破性技術的制度化,2020/08/01~2021/07/31,"480,000元"
109,馬雅貞,國立清華大學歷史研究所,從《萬壽盛典初集》看康熙皇帝文化事業的深化,2020/08/01~2024/07/31,"839,000元"
109,馮國華,國立清華大學動力機械工程學系,具可拉伸性穿戴式智能壓電聲洩波及生化感測裝置之研發和應用探討,2020/08/01~2022/10/31,"2,160,000元"
109,馮國華,國立清華大學動力機械工程學系,應用於觸覺回饋之亥姆霍茲共振壓電微加工超音波傳感裝置之研發和理論探討,2020/08/01~2023/10/31,"3,088,000元"
109,馮玉明,國立清華大學工程與系統科學系,實驗研究向下加熱式沸騰熱傳能力與汽泡動力特性,2020/08/01~2021/07/31,"906,000元"
109,馮玉明,國立清華大學工程與系統科學系,核三廠蒸汽產生器(SG)熱交換管SCC劣化研究與結構限值評估(1/2),2020/01/01~2020/12/31,"660,000元"
109,馮開明,國立清華大學通訊工程研究所,智慧型無偏振追蹤的偏振態多工光載微波第五代行動通訊前段網路,2020/08/01~2023/10/31,"4,206,000元"
109,馮炳萱,國立清華大學經濟學系（所）,國際旅遊行為受外部衝擊影響之評估,2020/08/01~2021/12/31,"1,125,000元"
109,高三福,國立清華大學運動科學系,華人教練領導的師徒關係：概念建構與發展歷程,2020/08/01~2022/12/31,"1,549,000元"
109,高登第,國立清華大學教育心理與諮商學系,“為何我如此完美?”消費者自戀對品牌態度的影響:自我概念與優惠待遇的交互作用,2020/08/01~2022/03/31,"840,000元"
109,高銘志,國立清華大學科技法律研究所,新再生能源發展條例下用電大戶綠能儲能義務之研析,2020/08/01~2022/07/31,"1,508,000元"
109,高榮駿,國立清華大學資訊工程學系（所）,非正交多重存取：合作式傳輸與資源分配,2020/08/01~2023/07/31,"3,122,000元"
109,魏福村,國立清華大學數學系（所）,混合特徵中艾森斯坦級數之洞見,2020/08/01~2025/07/31,"4,790,000元"
109,魯才德,國立清華大學生物醫學工程研究所,探討亞硝基鐵錯合物及其複合物於生理及病理環境下傳遞一氧化氮及次硝酸之反應性,2020/08/01~2023/07/31,"8,700,000元"
109,魯才德,國立清華大學生物醫學工程研究所,開發一氧化氮作為保養品的新穎活性原料,2020/06/01~2021/05/31,"1,200,000元"
109,黃國晏,國立清華大學特殊教育學系,APP應用於視障學生獨立行動之研究,2020/08/01~2022/07/31,"1,760,000元"
109,黃國柱,國立清華大學化學系（所）,"開發應用於硼中子捕捉試劑,光熱及光動力療法之奈米材料及其生醫應用",2020/08/01~2021/07/31,"3,500,000元"
109,黃明傑,國立清華大學數學系（所）,振動弦倒固有值總和的問題,2020/08/01~2022/01/31,"366,000元"
109,黃稚存,國立清華大學資訊工程學系（所）,子計畫四：智能擬人機器手臂之深度學習系統架構設計與最佳化(1/2),2020/05/01~2021/07/31,"2,100,000元"
109,黃朝宗,國立清華大學電機工程學系（所）,子計畫五：適用於智慧視覺應用之嵌入式卷積神經網路處理器(1/2),2020/05/01~2021/04/30,"2,300,000元"
109,黃朝熙,國立清華大學經濟學系（所）,臺灣公股與民營銀行在貨幣政策衝擊與總體衝擊下放款差異性之實證研究,2020/08/01~2021/10/31,"651,000元"
109,黃漢君,國立清華大學英語教學系,賽夏語，客家語，閩南語與華語的燒煮類動詞研究,2020/01/01~2022/07/31,"1,139,000元"
109,黃錫瑜,國立清華大學電機工程學系（所）,針對內建人工智慧之車用晶片且以【零故障】為目標之智慧型測試方法(2/3),2020/11/01~2021/10/31,"5,750,000元"
109,黃琮暉,國立清華大學動力機械工程學系,開發新世代無網格法與數據驅動計算力學於分析極限工程問題,2020/11/01~2023/09/30,"2,563,000元"
109,黃振煌,國立清華大學化學工程學系（所）,利用腫瘤微環境暨癌轉移系統進行癌轉移抑制之測試,2020/08/01~2021/07/31,"1,123,000元"
109,黃元豪,國立清華大學通訊工程研究所,總計畫暨子計畫三：智慧深度感測與影像重建系統(1/2),2020/05/01~2021/07/31,"8,300,000元"
109,黃衍介,國立清華大學光電工程研究所,學門主題式計畫-兆赫波段極限雷射(1/3),2020/08/01~2021/12/31,"9,500,000元"
109,黃衍介,國立清華大學光電工程研究所,真空電子晶片設計與測試(1/5),2020/10/01~2021/09/30,"370,000元"
109,黃衍介,國立清華大學光電工程研究所,脈衝長度及重複率可調高功率近紅外雷射,2020/11/01~2022/01/31,"750,000元"
109,黃婷婷,國立清華大學資訊工程學系（所）,深度神經網路下深度神經網路安全模型與工作排程之研究,2020/08/01~2021/07/31,"1,087,000元"
109,黃智方,國立清華大學電子工程研究所,子計畫二：高可靠度高電壓碳化矽橫向型元件技術研發(1/2),2020/05/01~2021/07/31,"6,400,000元"
109,黃承彬,國立清華大學光電工程研究所,電漿子場傳遞之動態探索,2020/08/01~2024/07/31,"8,560,000元"
109,黃玠誠,國立清華大學生物醫學工程研究所,結合具有神經保護作用/促進神經再生功能之三維幹細胞球體和多功能產氣式水膠之新型治療平台用於腦部損傷的治療(3/5),2020/02/01~2021/01/31,"4,500,000元"
109,黃禮珊,國立清華大學統計學研究所,曲線之間的相關性度量,2020/08/01~2022/10/31,"1,681,000元"
109,黃郁文,國立清華大學化學系（所）,不對稱合成多取代五圓環的方法學開發，arnicenone和lycojaponicuminC家族的全合成以及不對稱鎳催化反應合成相鄰雙四級碳的研究(2/5),2020/08/01~2021/10/31,"5,000,000元"
109,黃郁棻,國立清華大學生醫工程與環境科學系,開發刺激應答型奈米金屬藥物於腫瘤促氧化治療應用(2/2),2020/08/01~2021/10/31,"1,900,000元"
109,黃能富,國立清華大學資訊工程學系（所）,LPWAN物聯網網路技術與應用產業聯盟計畫(1/3),2020/02/01~2021/01/31,"2,200,000元"
109,黃能富,國立清華大學資訊工程學系（所）,適用於智慧農場管理之AIoT技術研發(1/2),2020/10/01~2021/09/30,"276,000元"
108,丁志堅,國立清華大學環境與文化資源學系,瞳位追蹤為基礎的多尺度電子地圖符號認知歷程整合探討,2019/08/01~2020/10/31,"756,000元"
108,丁川康,國立清華大學動力機械工程學系,人工智慧之倫理學(2/5~5/5)(2/4),2019/01/01~2019/12/31,"3,320,000元"
108,何宗易,國立清華大學資訊工程學系（所）,AI創新研究中心專案-國際鏈結計畫,2019/11/01~2020/12/15,"7,080,000元"
108,何宗易,國立清華大學資訊工程學系（所）,電子零件圖樣設計自動化技術研發(1/2),2019/06/01~2020/05/31,"763,000元"
108,余怡德,國立清華大學物理學系（所）,飛行量子位元—單光子的量子資訊操控(2/5),2019/08/01~2020/10/31,"16,000,000元"
108,余士迪,國立清華大學計量財務金融學系,網路金融創新產學小聯盟(1/3),2019/02/01~2020/01/31,"2,300,000元"
108,侯建良,國立清華大學工業工程與工程管理學系（所）,支援群眾智慧分析之評論內容代表性評估模式(I),2019/08/01~2020/10/31,"831,000元"
108,俞鐘山,國立清華大學生醫工程與環境科學系,甲基化之硼化色胺酸之製備以及其硼中子捕獲治療研究,2019/08/01~2020/10/31,"720,000元"
108,信世昌,國立清華大學,臺馬潔淨水質與永續能源海外科研中心維運計畫(2/3),2019/11/01~2020/10/31,"2,660,000元"
108,傅化文,國立清華大學分子與細胞生物研究所,幽門螺旋桿菌嗜中性白血球活化蛋白誘導跨膜訊號傳導和嗜中性白血球反應的分子機制,2019/08/01~2021/07/31,"1,120,000元"
108,傅建中,國立清華大學奈米工程與微系統研究所,開發應用於CMOSImageSensor上之3D微光學元件用雙光子3D積層製造系統(2/2),2019/08/01~2020/07/31,"4,300,000元"
108,冼芻蕘,國立清華大學經濟學系（所）,帶正則化的高維度投資組合選擇：估計及其極限理論,2019/08/01~2020/12/31,"1,051,000元"
108,凌永健,國立清華大學化學系（所）,循環經濟導引的綠色化學新思維和實踐,2019/08/01~2021/01/31,"2,660,000元"
108,劉通敏,國立清華大學動力機械工程學系,新型三維百葉窗擾流器於蛇形熱交換器之壓損、熱傳及流場特性研究,2019/08/01~2021/01/31,"1,177,000元"
108,劉怡君,國立清華大學電子工程研究所,THz超高速資料連結之接收端設計(II),2019/08/01~2020/10/31,"953,000元"
108,劉鴻鳴,國立清華大學原子科學技術發展中心,針對不同族群設計開發原子能科普教育學習課程(II),2019/01/01~2019/12/31,"1,040,000元"
108,劉靖家,國立清華大學電機工程學系（所）,子計畫五：智能擬人機器手臂之虛擬深度學習系統設計平台(2/2),2019/05/01~2020/04/30,"1,682,000元"
108,劉瑞雄,國立清華大學化學系（所）,前瞻物質基礎與應用科學中心(2/5),2019/03/01~2020/04/30,"25,000,000元"
108,劉承慧,國立清華大學中國文學系（所）,先秦文篇中的構式,2019/08/01~2020/09/30,"662,000元"
108,劉承賢,國立清華大學動力機械工程學系,實性瘤中腫瘤浸潤免疫細胞分選儀研發結合實驗室晶片暨影像辨識細胞計數以應用於癌症疾病研究與個人化醫療,2019/08/01~2020/07/31,"1,013,000元"
108,劉玉雯,國立清華大學科技管理研究所,心理安全，主動性，及不確定性對研發團隊績效的影響,2019/08/01~2020/07/31,"400,000元"
108,劉俊葳,國立清華大學動力機械工程學系,基於代理模型之超精密晶體基材切削技術,2019/10/01~2022/01/31,"1,912,000元"
108,劉英麟,國立清華大學化學工程學系（所）,設計與合成動態醯胺/脲鍵結應用於自修復高分子材料與功能性反應型高分子之開發,2019/08/01~2022/07/31,"5,035,000元"
108,劉姿吟,國立清華大學生物資訊與結構生物研究所,植物磷酸轉運蛋白輔助子PHF1分子功能之探討,2019/08/01~2022/07/31,"3,660,000元"
108,吳國安,國立清華大學物理學系（所）,複雜系統中的突現結構－奈米材料與生物系統中的圖樣形成與競爭(1/3),2019/08/01~2020/07/31,"1,100,000元"
108,吳世英,國立清華大學經濟學系（所）,揭露企業社會責任資訊對企業表現的影響--利用臺灣2014年強制揭露規定作為政策實驗,2019/08/01~2021/02/28,"619,000元"
108,吳夙欽,國立清華大學生物科技研究所,能引發神經胺酸酶交叉抑制性抗體之神經胺酸酶突變流感病毒研究(2/2),2019/03/01~2019/12/31,"1,300,000元"
108,吳尚鴻,國立清華大學資訊工程學系（所）,基於深度學習及人工智慧之自動原生廣告與內容生成技術與平台建置(2/5~5/5)(2/4),2019/01/01~2019/12/31,"7,090,000元"
108,吳思曄,國立清華大學數學系（所）,規範理論和西格瑪模型中的對偶的幾何學,2019/08/01~2022/07/31,"1,176,750元"
108,吳永俊,國立清華大學工程與系統科學系,負電容鰭式與環繞式閘極場效電晶體的電容匹配研究(I),2019/08/01~2020/07/31,"1,408,000元"
108,吳孟奇,國立清華大學電子工程研究所,利用氮化鋁鎵/氮化鎵材料製作射頻通訊晶片(I),2019/08/01~2020/07/31,"1,819,000元"
108,吳孟奇,國立清華大學電子工程研究所,新世代高解析度之升頻感測晶片(2/3),2019/06/01~2020/12/31,"12,183,000元"
108,吳文桂,國立清華大學生物資訊與結構生物研究所,毒蛇咬傷急救敷藥開發,2019/06/01~2020/05/31,"1,500,000元"
108,吳文桂,國立清華大學生物資訊與結構生物研究所,高分子量蛇毒蛋白造成局部組織壞死機制研究及抑制物篩選設計,2019/08/01~2020/07/31,"1,120,000元"
108,吳玉書,國立清華大學電子工程研究所,能谷自旋之電式操控,2019/08/01~2020/07/31,"510,000元"
108,吳劍侯,國立清華大學生醫工程與環境科學系,以液液微萃取技術量測真實樣品中的鍶,2019/08/01~2020/10/31,"960,000元"
108,吳誠文,國立清華大學電機工程學系（所）,子計畫三：應用於擬人雙手機器人之共生類神經架構運算晶片設計(2/2),2019/05/01~2020/04/30,"2,291,000元"
108,吳財福,國立清華大學電機工程學系（所）,併網型高頻高功率並聯轉換器系統研製(2/3),2019/11/01~2020/10/31,"2,846,000元"
108,吳仁銘,國立清華大學通訊工程研究所,運用於無允諾隨機多重接取無線通訊之物理層技術,2019/08/01~2020/10/31,"943,000元"
108,吳俊業,國立清華大學人文社會學院學士班,日常世界與物件美學──現象學進路的日常美學研究,2019/08/01~2023/07/31,"1,791,000元"
108,吳志明,國立清華大學材料科學工程學系（所）,生物相容性纖維素奈米纖維之氣凝膠複合材料在奈米發電機暨無線自發電感測元件之整合性研究,2019/08/01~2022/07/31,"5,225,000元"
108,吳志明,國立清華大學材料科學工程學系（所）,高效率二維材料之壓電觸媒在分解有機染料廢水及壓電產氫之系統性研究,2019/08/01~2022/07/31,"5,057,000元"
108,呂明諺,國立清華大學材料科學工程學系（所）,原子尺度臨場觀測技術於材料熱處理、晶體成長、電化學和催化反應之探討(1/5),2019/02/01~2020/01/31,"10,800,000元"
