Fiscal Year,Professor Name,Department,Project Name,Project Duration,Project Cost
108,黃郁文,國立清華大學化學系（所）,不對稱合成多取代五圓環的方法學開發，arnicenone和lycojaponicuminC家族的全合成以及不對稱鎳催化反應合成相鄰雙四級碳的研究(1/5),2019/08/01~2020/10/31,"5,000,000元"
108,黃郁棻,國立清華大學生醫工程與環境科學系,開發刺激應答型奈米金屬藥物於腫瘤促氧化治療應用(1/2),2019/08/01~2020/07/31,"2,260,000元"
108,黃仕宜,國立清華大學外國語文學系（所）,單女暴動與孤女特技：當代非裔美籍女性劇作家,2019/08/01~2021/07/31,"982,000元"
108,黃裕烈,國立清華大學計量財務金融學系,各國央行與各大企業所公佈的文字資訊之關聯性分析,2019/08/01~2020/09/30,"688,000元"
108,黃能富,國立清華大學資訊工程學系（所）,LPWAN物聯網網路技術與應用產業聯盟計畫(3/3),2019/02/01~2020/01/31,"2,200,000元"
108,黃能富,國立清華大學資訊工程學系（所）,基於人工智慧之磨課師互動式知識地圖與智慧助教研製,2019/08/01~2022/07/31,"4,361,000元"
108,黃能富,國立清華大學資訊工程學系（所）,基於人工智慧發展多元國家考試類型與評測工具之研製(2/4),2019/01/01~2019/07/31,"500,000元"
108,龔佩雲,國立清華大學材料科學工程學系（所）,階層式一維金屬氧化物/硼奈米管異質結構在能源轉換之應用,2019/07/01~2020/12/31,"2,258,000元"
107,丁志堅,國立清華大學環境與文化資源學系,向下紮根：以國民小學教學情境為基礎的地理資訊系統師資培育課程研發,2018/08/01~2019/10/31,"620,000元"
107,丁川康,國立清華大學動力機械工程學系,人工智慧之倫理學(2/5~5/5)(1/4),2018/01/01~2018/12/31,"2,840,000元"
107,丘宏昌,國立清華大學科技管理研究所,全通路設計之研究,2018/08/01~2021/07/31,"1,594,000元"
107,何南國,國立清華大學數學系（所）,辛幾何與tt*-Toda方程,2018/08/01~2020/10/31,"1,956,000元"
107,何宗易,國立清華大學資訊工程學系（所）,AI創新研究中心專案-國際鏈結計畫,2018/11/01~2019/10/31,"6,000,000元"
107,何榮銘,國立清華大學化學工程學系（所）,以嵌段共聚物模板化聚合法製備具超穎機械性質之高有序奈米網狀複材與混成材料,2018/08/01~2019/10/31,"1,100,000元"
107,何榮銘,國立清華大學化學工程學系（所）,掌性三嵌段共聚物自組裝之掌性效應與同掌性演化及其應用,2018/08/01~2021/07/31,"5,615,000元"
107,何榮銘,國立清華大學化學工程學系（所）,由掌性分子建構掌性層級結構及其掌性光學之應用,2018/08/01~2021/07/31,"7,500,000元"
107,余怡德,國立清華大學物理學系（所）,飛行量子位元—單光子的量子資訊操控(1/5),2018/08/01~2019/10/31,"9,150,000元"
107,余靖,國立清華大學化學系（所）,Lysozyme會阻絕S100A6與RAGEV-domain的結合，而抑制細胞之增生,2018/08/01~2019/10/31,"1,500,000元"
107,余靖,國立清華大學化學系（所）,肺癌拮抗劑:以結構為基礎的抗肺癌藥物設計,2018/08/01~2022/01/31,"4,600,000元"
107,俞鐘山,國立清華大學生醫工程與環境科學系,硼中子捕獲治療之正子造影之複合式診斷與治療之分子製備,2018/08/01~2019/12/31,"650,000元"
107,信世昌,國立清華大學,臺馬潔淨水質與永續能源海外科研中心維運計畫(1/3),2018/11/01~2019/10/31,"2,900,000元"
107,傅化文,國立清華大學分子與細胞生物研究所,細胞受體在調控幽門螺旋桿菌嗜中性白血球活化蛋白信號傳導的角色,2018/08/01~2019/10/31,"850,000元"
107,傅麗玉,國立清華大學學習科學與科技研究所,科普活動：吉娃斯愛科技活動營—偏鄉原鄉與前沿科技的對話（主題一）,2018/08/01~2020/07/31,"2,460,000元"
107,傅士珍,國立清華大學外國語文學系（所）,美國普羅文學的社會正義叩問,2018/08/01~2022/07/31,"2,191,000元"
107,傅建中,國立清華大學奈米工程與微系統研究所,開發應用於CMOSImageSensor上之3D微光學元件用雙光子3D積層製造系統(1/2),2018/08/01~2019/07/31,"4,300,000元"
107,冼芻蕘,國立清華大學經濟學系（所）,一個時變異質的位置CVaR投資組合選擇：估計、正則化和漸近性,2018/08/01~2019/10/31,"995,000元"
107,凌永健,國立清華大學化學系（所）,循環經濟中綠色分析化學的挑戰與機會,2018/08/01~2019/07/31,"2,560,000元"
107,劉昌樺,國立清華大學光電工程研究所,調控二維材料中的電荷、自旋、谷自旋光載子遷移動態以實現新穎光感測器,2018/01/01~2020/09/30,"9,504,000元"
107,劉怡君,國立清華大學電子工程研究所,THz超高速資料連結之接收端設計(I),2018/08/01~2019/07/31,"1,028,000元"
107,劉鴻鳴,國立清華大學原子科學技術發展中心,針對不同族群設計開發原子能科普教育學習課程,2018/01/01~2019/03/31,"978,000元"
107,劉政宏,國立清華大學教育心理與諮商學系,進行自我肯定需要考慮成就目標嗎？自我肯定與成就目標對中學生迎接挑戰動機與表現的影響,2018/08/01~2021/02/28,"1,622,000元"
107,劉晉良,國立清華大學計算與建模科學研究所,生物離子通道之理論與模擬,2018/08/01~2021/01/31,"1,957,000元"
107,劉奕汶,國立清華大學電機工程學系（所）,公共空間聲音設計對聽力下降之年長者友善度的全面盤點與準則之建立,2018/06/01~2022/03/31,"2,442,000元"
107,劉奕汶,國立清華大學電機工程學系（所）,產業升級創新平台輔導計畫(協助傳統產業技術開發計畫)—聲學演算之沉浸式音效體驗耳機產品開發計畫,2018/03/10~2018/11/30,"480,000元"
107,劉奕汶,國立清華大學電機工程學系（所）,耳聲傳射之逆散射問題及其在看似矛盾的兩個課題上的應用：耳蝸聽力狀態評估、與生物特徵識別,2018/08/01~2020/07/31,"1,777,000元"
107,劉靖家,國立清華大學電機工程學系（所）,子計畫五：智能擬人機器手臂之虛擬深度學習系統設計平台(1/2),2018/05/01~2019/04/30,"1,826,000元"
107,劉瑞雄,國立清華大學化學系（所）,前瞻物質基礎與應用科學中心(1/5),2018/03/01~2019/03/31,"25,000,000元"
107,劉承慧,國立清華大學中國文學系（所）,先秦語體類別及其語法特徵,2018/08/01~2019/07/31,"628,000元"
107,劉玉雯,國立清華大學科技管理研究所,領導者謙卑與團隊主動發聲之相互關係:探討對團隊離職傾向的意涵,2018/08/01~2019/07/31,"398,000元"
107,劉人鵬,國立清華大學中國文學系（所）,晚清性／別論述與「社會主義」思想資源,2018/08/01~2021/01/31,"1,112,000元"
107,劉秀雪,國立清華大學臺灣語言研究與教學研究所,馬來西亞與新加坡金門會館成員的語言流變,2018/08/01~2021/07/31,"1,517,000元"
107,卓江,國立清華大學學習科學與科技研究所,開啟第二外語寫作糾錯效益新篇章,2018/08/01~2019/07/31,"290,000元"
107,卓士堯,國立清華大學數學系（所）,向量叢的飯高映射,2018/08/01~2020/07/31,"1,164,000元"
107,史馬丁,國立清華大學物理學系（所）,走向一種新的粒子物理與宇宙學統一標準模型,2018/09/01~2022/01/31,"2,937,000元"
107,吳順吉,國立清華大學工程與系統科學系,基於雙光子顯微數據之神經網絡建置及動態分析與果蠅嗅覺功能形成探索,2018/08/01~2020/10/31,"1,687,000元"
107,吳夙欽,國立清華大學生物科技研究所,能引發神經胺酸酶交叉抑制性抗體之神經胺酸酶突變流感病毒研究(1/2),2018/03/01~2019/02/28,"1,550,000元"
107,吳尚鴻,國立清華大學資訊工程學系（所）,基於深度學習及人工智慧之自動原生廣告與內容生成技術與平台建置(2/5~5/5)(1/4),2018/01/01~2018/12/31,"8,980,000元"
107,吳永俊,國立清華大學工程與系統科學系,溝槽式抬昇源汲極奈米線之金屬矽化物無接面電晶體與其電荷儲存式快閃記憶體的實作與模擬分析(I),2018/08/01~2019/07/31,"1,055,000元"
107,吳孟奇,國立清華大學電子工程研究所,利用氮化鋁鎵/氮化鎵材料製作射頻通訊晶片(I),2018/08/01~2019/07/31,"1,060,000元"
107,吳孟奇,國立清華大學電子工程研究所,新世代高解析度之升頻感測晶片(1/3),2018/06/01~2019/08/31,"12,848,000元"
107,吳文桂,國立清華大學生物資訊與結構生物研究所,高分子量蛇毒蛋白對局部壞死組織免疫代謝的影響研究,2018/08/01~2019/07/31,"1,050,000元"
107,吳玉書,國立清華大學電子工程研究所,探討如何操控二維材料中之能谷虛自旋以期達成電子元件之應用,2018/08/01~2019/07/31,"720,000元"
107,吳劍侯,國立清華大學生醫工程與環境科學系,結合固相萃取與液液微萃取技術提升量測微量鍶之靈敏度,2018/08/01~2019/10/31,"1,000,000元"
107,吳誠文,國立清華大學電機工程學系（所）,子計畫三：應用於擬人雙手機器人之共生類神經架構運算晶片設計(1/2),2018/05/01~2019/06/30,"2,321,000元"
107,吳財福,國立清華大學電機工程學系（所）,併網型高頻高功率並聯轉換器系統研製(1/3),2018/11/01~2019/10/31,"2,444,000元"
107,吳財福,國立清華大學電機工程學系（所）,大功率併網型轉換器開發II(2/2),2018/01/01~2018/12/31,"7,020,000元"
107,吳財福,國立清華大學電機工程學系（所）,高低頻諧和式轉換器研究,2018/08/01~2021/07/31,"3,933,000元"
107,吳岳霖,國立清華大學中國文學系（所）,「劇評體系的產生」與「劇評家的誕生」：戲曲評論於近現代的書寫脈絡及其語境,2018/08/01~2019/07/31,"432,000元"
107,吳仁銘,國立清華大學通訊工程研究所,運用索引調變技術於競爭式隨機多重存取通訊,2018/08/01~2019/10/31,"709,000元"
107,吳建瑋,國立清華大學工業工程與工程管理學系（所）,非常態分配之製程能力評估方法:理論與應用,2018/08/01~2021/07/31,"1,880,000元"
107,呂昀儒,國立清華大學物理學系（所）,利用ATLAS探測器記錄之質子對撞數據進行希格斯玻色子性質研究以及尋找暗物質,2018/08/01~2020/07/31,"1,315,000元"
107,呂世源,國立清華大學化學工程學系（所）,新穎集電器複合之氮摻雜階層式多孔碳奈米結構應用於鋰離子電容器,2018/08/01~2020/07/31,"2,390,000元"
107,呂平江,國立清華大學生物資訊與結構生物研究所,Bio-App生物科技產學研聯盟(3/3),2018/02/01~2019/01/31,"3,000,000元"
107,呂仁碩,國立清華大學電機工程學系（所）,協同設計非揮發記憶體系統與多媒體資料(3/3),2018/01/01~2018/07/31,"407,000元"
107,呂仁碩,國立清華大學電機工程學系（所）,子計畫四：融合數位與類比之仿神經智慧晶片架構(1/2),2018/05/01~2019/07/31,"4,178,000元"
107,周卓煇,國立清華大學材料科學工程學系（所）,以廢棄面板回收稀有貴重金屬與再利用(1/2),2018/12/01~2019/11/30,"3,066,000元"
107,周卓煇,國立清華大學材料科學工程學系（所）,前瞻無藍害有機半導體光電產業(製造)(1/3),2018/01/01~2018/12/31,"1,800,000元"
107,周佳駿,國立清華大學化學系（所）,從軌跡觀點研究薛丁格朗之萬方程式對於耗散系統之應用,2018/08/01~2019/07/31,"550,000元"
107,周麗新,國立清華大學材料科學工程學系（所）,橄欖石結構鋰離子電池陰極極片導電度改進暨材料開發研究(II),2018/08/01~2020/07/31,"881,000元"
107,周育如,國立清華大學幼兒教育學系,父母心智關注、親子互動品質與嬰幼兒心智理論的發展,2018/08/01~2021/07/31,"1,196,000元"
107,周鶴修,國立清華大學化學工程學系（所）,設計與合成仿皮膚之高分子材料於可伸縮感測元件暨電子皮膚元件整合之應用(1/5),2018/02/01~2019/01/31,"9,631,000元"
107,周志遠,國立清華大學資訊工程學系（所）,雲運算技術與服務產學聯盟(3/3),2018/02/01~2019/01/31,"2,800,000元"
107,嚴大任,國立清華大學材料科學工程學系（所）,兩個創新的電漿超材料之基本性質和應用的探討：中紅外三維負折射係數介質的三種設計和藉由高階電漿共振達成的超靈敏超材料生物感測器,2018/04/01~2020/07/31,"2,600,000元"
107,嚴大任,國立清華大學材料科學工程學系（所）,奈米螢光分析檢測技術之生物晶片產業應用,2018/11/01~2019/10/31,"1,223,000元"
107,嚴大任,國立清華大學材料科學工程學系（所）,超材料與電漿子結構於免標定生物影像及快速化學複合物檢測上之應用,2018/08/01~2021/07/31,"4,047,000元"
107,堀江正樹,國立清華大學化學工程學系（所）,有機電子元件之導電共軛高分子材料的新穎合成技術研究與開發,2018/08/01~2021/07/31,"2,288,000元"
107,堀江正樹,國立清華大學化學工程學系（所）,開發具有光電機能性質之超分子機械,2018/08/01~2021/07/31,"3,600,000元"
107,姚遠,國立清華大學化學工程學系（所）,基於大量數據的化工製程監控：故障檢測、隔離與根源診斷,2018/08/01~2019/07/31,"803,000元"
107,姜兆眉,國立清華大學教育心理與諮商學系,國中小專輔教師輔導諮商與督導知能之培力：自我覺察督導模式應用於國中小輔導實務場域,2018/08/01~2019/07/31,"944,000元"
107,孟瑛如,國立清華大學特殊教育學系,建置與應用虛擬實境教學系統於自閉症學生社會技巧訓練成效之探討,2018/08/01~2020/07/31,"1,550,000元"
107,季昀,國立清華大學能源與環境研究中心,有機發光二極體的高效發光材料(2/4),2018/08/01~2019/07/31,"2,000,000元"
107,孫民,國立清華大學電機工程學系（所）,規模化訓練基於深度學習之智慧代理人/機器人(1/4),2018/01/01~2018/12/31,"12,495,000元"
107,孫玉珠,國立清華大學生物資訊與結構生物研究所,磷酸轉運膜蛋白的分子結構、生物物理功能及以結構為基礎的藥物設計之研究(1/5),2018/08/01~2019/07/31,"5,000,000元"
107,孫宏民,國立清華大學資訊工程學系（所）,基於區塊鏈之具私密性及不可否認性智慧合約簽署平台之研究與開發,2018/08/01~2021/07/31,"1,705,000元"
107,孫毓璋,國立清華大學生醫工程與環境科學系,氧化石墨烯奈米藥物載體生物分佈及其毒性探討研究(總計畫暨子計畫四)(3/3),2018/08/01~2019/07/31,"1,297,000元"
107,孫毓璋,國立清華大學生醫工程與環境科學系,發展濃度梯度產生晶片及多層微流體裝置分別進行微量金屬及食品指標成分之定量分析,2018/08/01~2021/07/31,"9,780,000元"
107,宋震國,國立清華大學動力機械工程學系,智慧積層製造(3D列印)跨領域研究專案計畫規劃(II),2018/05/01~2019/04/30,"3,504,000元"
107,宋震國,國立清華大學動力機械工程學系,機器學習框架輔助液靜壓複合式節流器設計,2018/08/01~2019/07/31,"1,547,000元"
107,宋信文,國立清華大學化學工程學系（所）,塞劑型自我分散氣泡系統釋放硫化氫治療腸道炎症評估,2018/08/01~2021/07/31,"3,731,000元"
107,宋信文,國立清華大學化學工程學系（所）,產氧微球用於克服缺氧造成免疫抑制的腫瘤微環境以增強免疫治療之療效,2018/08/01~2021/07/31,"4,380,000元"
107,宋信文,國立清華大學化學工程學系（所）,自我乳化脂質油珠奈米載體用於口服難吸收藥物經淋巴系統以標的胰臟相關疾病(1/3),2018/08/01~2019/10/31,"6,920,000元"
107,宋信文,國立清華大學生物醫學工程研究所,開發一硫化氫緩釋型敷料以促進糖尿病傷口癒合與修復(2/2),2018/11/01~2019/10/31,"1,100,000元"
107,巫勇賢,國立清華大學工程與系統科學系,科普活動：新知講堂與新點子論壇系列遊全台（主題四）,2018/07/01~2021/12/31,"4,200,000元"
107,廖聰明,國立清華大學電機工程學系（所）,子計畫二；具可調直流鏈電壓及聯網功能之電動車電動機驅動系統,2018/08/01~2021/07/31,"2,969,000元"
107,廖咸惠,國立清華大學歷史研究所,從技藝到知識：宋代士人的術數實踐與論述,2018/08/01~2022/07/31,"3,108,000元"
107,廖建能,國立清華大學材料科學工程學系（所）,雙晶銅/氧化物核殼奈米陣列結構材料於生物感測及氫能之應用探索,2018/08/01~2019/07/31,"1,268,000元"
107,廖建能,國立清華大學材料科學工程學系（所）,電遷移於熱電材料系統觸發奈米析出相之製程、性質與理論分析研究,2018/04/01~2020/03/31,"2,600,000元"
107,張堅琦,國立清華大學工業工程與工程管理學系（所）,擴增實境之顯示介面設計：光學頭戴式顯示器內中文字可辨識性與步態之評估與分析,2018/08/01~2021/07/31,"2,198,000元"
107,張月琴,國立清華大學語言學研究所,漢語普通話兒化韻構音、聲學和感知研究,2018/08/01~2020/07/31,"985,000元"
107,張國浩,國立清華大學工業工程與工程管理學系（所）,條件期望值模擬最佳化之收斂演算架構:理論與應用,2018/08/01~2021/12/31,"3,332,792元"
107,張世杰,國立清華大學資訊工程學系（所）,開發高階智慧鞋墊所需之電子系統軟硬體技術(2/3),2018/08/01~2019/11/30,"3,985,000元"
107,張大慈,國立清華大學分子與細胞生物研究所,以多功能醣結合胜肽為基礎之新穎鱗狀上皮細胞癌藥物開發,2018/08/01~2019/07/31,"1,150,000元"
107,張焯然,國立清華大學計量財務金融學系,修正一般化幾乎隨機優勢,2018/08/01~2019/07/31,"450,000元"
107,張元杰,國立清華大學科技管理研究所,創新能力類型之結構性關係對廠商績效的影響：商業模式的觀點,2018/08/01~2019/07/31,"608,000元"
107,張婉菁,國立清華大學教育心理與諮商學系,工作心流的健康模式：非線性動態系統觀點,2018/08/01~2020/01/31,"636,000元"
107,張鑑中,國立清華大學生命科學系（所）,非典型主要組織相容抗原-F在腫瘤免疫逃避與轉移扮演的角色,2018/08/01~2019/10/31,"1,200,000元"
107,張存續,國立清華大學物理學系（所）,寬頻兆赫波磁旋管研發,2018/08/01~2022/01/31,"8,843,000元"
107,張存續,國立清華大學物理學系（所）,快速與均勻之微波材料反應(1/3),2018/11/01~2019/10/31,"1,962,000元"
107,張瑞芬,國立清華大學工業工程與工程管理學系（所）,發展智能化智財布局主題探索-以非監督式機器學習方法為基(I),2018/08/01~2019/08/31,"584,000元"
107,張孟凡,國立清華大學電機工程學系（所）,使用新後端元件之超低待機功耗記憶體相關電路之設計與應用探索(2/2),2018/08/01~2019/10/31,"2,495,000元"
107,張孟凡,國立清華大學電機工程學系（所）,微電子工程學門研究發展及推動規劃小組計畫,2018/01/01~2020/12/31,"5,974,346元"
107,張祥光,國立清華大學天文學研究所,康卜吞成像光譜儀高空氣球飛行試驗及鍺康卜吞相機之研製,2018/08/01~2020/01/31,"1,286,000元"
107,張慧雲,國立清華大學系統神經科學研究所,探討神經退化疾病蛋白Tau滲透神經網路之分子遺傳機制,2018/08/01~2021/07/31,"1,000,000元"
107,張敬民,國立清華大學物理學系（所）,弱電對稱破缺與暗物質的理論與實驗探索,2018/08/01~2022/01/31,"4,547,000元"
107,張繼瑩,國立清華大學通識教育中心,清初佔領北方、邊防空間轉移與地方秩序重建—以山、陝、甘為例,2018/09/01~2021/08/31,"2,100,000元"
107,張隆紋,國立清華大學資訊工程學系（所）,人臉及文字影像去模糊化及其後處理之研究,2018/08/01~2019/07/31,"706,000元"
107,張禎元,國立清華大學動力機械工程學系,子計畫一：靈巧具感知擬人雙手智慧機器人機電整合系統開發(1/2),2018/05/01~2019/07/31,"8,302,000元"
107,張俊盛,國立清華大學資訊工程學系（所）,運用資料科學與深度學習之語言學、語言工程、語言教學之整合研究(2/4),2018/01/01~2018/12/31,"5,000,000元"
107,張介玉,國立清華大學數學系（所）,v-進多重zeta值,2018/08/01~2023/01/31,"5,648,000元"
107,張廖貴術,國立清華大學工程與系統科學系,半導體元件輻射效應與抗輻射製程研究,2018/01/01~2018/12/31,"912,000元"
107,張建文,國立清華大學生醫工程與環境科學系,研製生物可分解之奈米高分子/金屬複合材料作為癌症治療與藥物傳遞分析應用(3/3),2018/08/01~2019/10/31,"1,896,000元"
107,彭之皓,國立清華大學化學系（所）,以可控/活性自由基聚合製備刺激響應型嵌段共聚物用於癌症治療中以奈米粒子為載體的藥物/基因傳輸系統(1/3),2018/08/01~2019/10/31,"2,560,000元"
107,彭煥勝,國立清華大學教育與學習科技學系,省立新竹師範校史研究（I）：以師範學校及師範專科學校為中心（1946-1987）,2018/08/01~2019/09/30,"565,000元"
107,彭宗平,國立清華大學材料科學工程學系（所）,科普活動：辦理2018年（第十七屆）、2019年（第十八屆）吳大猷科學營（主題一）,2018/07/01~2020/06/30,"1,610,000元"
107,彭宗平,國立清華大學材料科學工程學系（所）,電漿輔助原子層沉積氮化鉭複合薄膜應用於光電化學與光催化水解產氫,2018/08/01~2020/07/31,"2,921,000元"
107,彭心儀,國立清華大學科技法律研究所,物聯網及網路型社會時代：臺灣面臨的重大產業、行為與法律議題(2/3),2018/08/01~2019/07/31,"3,200,000元"
107,徐永珍,國立清華大學電子工程研究所,新穎半導體-石墨烯-半導體光電晶體之研究,2018/08/01~2019/07/31,"743,000元"
107,徐瑞洲,國立清華大學分子醫學研究所,Intercellularendosomes的運輸機制及其生物功能,2018/08/01~2019/10/31,"1,600,000元"
107,徐正炘,國立清華大學資訊工程學系（所）,使用頭戴式顯示器跨越時空之遠距身歷其境沈浸式應用：以房仲業賞屋為例,2018/08/01~2021/10/31,"3,657,000元"
107,徐文光,國立清華大學材料科學工程學系（所）,抗X-band匿蹤複合材料之研究,2018/08/01~2019/07/31,"1,178,000元"
107,徐斌睿,國立清華大學物理學系（所）,利用外加強磁場自旋極化掃描穿隧電子顯微鏡解析非線性磁自旋結構和新穎自旋相關現象,2018/01/01~2019/01/31,"14,065,333元"
107,戴明鳳,國立清華大學物理學系（所）,以Arduino卡與智慧型手機控制之科學實驗教具系統的整合研發,2018/08/01~2020/07/31,"1,882,000元"
107,戴明鳳,國立清華大學物理學系（所）,科普活動：大學教育資源凸全台—基礎科學知識與探究活動推廣（主題一）,2018/07/01~2019/09/30,"1,200,000元"
107,戴念華,國立清華大學材料科學工程學系（所）,碳材料在超級電容、生醫及氣體檢測與電磁波屏蔽之應用研究,2018/08/01~2021/07/31,"5,126,000元"
107,方天賜,國立清華大學通識教育中心,印度與越南的戰略關係發展及中國因素,2018/08/01~2019/07/31,"592,000元"
107,方維倫,國立清華大學動力機械工程學系,微機電感測器與致動器產學聯盟(3/3),2018/02/01~2019/01/31,"2,970,000元"
107,方維倫,國立清華大學動力機械工程學系,總計畫暨子計畫一：微機電環境感測元件開發與整合應用(1/2),2018/05/01~2019/04/30,"13,715,000元"
107,施香如,國立清華大學教育心理與諮商學系,青少年網路霸凌防治方案的建構與實踐：生態動力系統合作模式之初探,2018/08/01~2020/04/30,"432,000元"
107,曾鈺婷,國立清華大學運動科學系,探討兒童本體感覺之發展光譜、其對於動作障礙之機制、與特殊運動訓練介入對本體感覺之效益,2018/12/01~2019/11/30,"1,111,000元"
107,曾繁根,國立清華大學工程與系統科學系,活體單一循環腫瘤細胞miRNA數位化診斷系統,2018/08/01~2019/07/31,"6,154,000元"
107,曾繁根,國立清華大學工程與系統科學系,重點產業高階人才培訓與就業計畫,2018/01/01~2018/12/31,"42,962,500元"
107,曾元琦,國立清華大學服務科學研究所,行為改變促進：從行為理解到系統設計、實施和運營(I),2018/08/01~2019/10/31,"802,500元"
107,曾元琦,國立清華大學服務科學研究所,設計公民參與促進平台：服務系統設計、建置與營運,2018/08/01~2020/07/31,"2,579,500元"
107,朱一民,國立清華大學化學工程學系（所）,混合式溫度敏感型水膠之性質探討及其臨床應用(1/3),2018/08/01~2019/07/31,"1,200,000元"
107,朱思穎,國立清華大學特殊教育學系,學前融合教師之教師效能與文化回應教學的歷程研究(II),2018/08/01~2019/07/31,"771,000元"
107,朱大舜,國立清華大學電機工程學系（所）,頻率調變連續波雷達積體化單晶片之設計採用全數位鎖相迴路提供功率震盪器及三角積分調變器,2018/08/01~2020/07/31,"1,813,000元"
107,朱筱蕾,國立清華大學經濟學系（所）,銀行資本適足與競爭之分析,2018/08/01~2020/01/31,"607,000元"
107,朱創新,國立清華大學物理學系（所）,國家理論科學研究中心運作計畫-物理領域(4/6),2018/01/01~2019/03/31,"35,000,000元"
107,朱創新,國立清華大學物理學系（所）,量子時空的纠缠與全息原理,2018/08/01~2022/01/31,"2,842,000元"
107,朱宏國,國立清華大學資訊工程學系（所）,SmartPano:智慧全景影片編輯暨合成技術與創新應用(2/3),2018/06/01~2019/06/30,"5,000,000元"
107,朱宏國,國立清華大學資訊工程學系（所）,基於整體三維環境感知之創新擴增實境應用,2018/08/01~2021/07/31,"3,017,000元"
107,朱家齊,國立清華大學電機工程學系（所）,以先進機器學習演算法進行配電網之竊電偵測,2018/08/01~2019/10/31,"928,000元"
107,朱立岡,國立清華大學化學系（所）,離子溶質與溶劑分子對蛋白質動態及化學反應路徑的影響(1/2),2018/08/01~2019/07/31,"3,260,000元"
107,李昀儒,國立清華大學工業工程與工程管理學系（所）,透過神經人因途徑使用全域步態辨識系統進行動向模式預測(1/5),2018/02/01~2019/01/31,"8,966,000元"
107,李紀寬,國立清華大學科技法律研究所,人工智慧「產出成品」之智慧財產權權利歸屬與潛在智慧財產權侵權議題研究,2018/11/01~2019/10/31,"713,000元"
107,李丁讚,國立清華大學人文社會學院學士班,"「技術、社會、自然：台灣農業生態系統的演化,1950s─2010s」專書寫作計畫",2018/08/01~2021/07/31,"1,931,000元"
107,李清福,國立清華大學生醫工程與環境科學系,臺灣、俄羅斯與世界其他區域具經濟潛力酵母菌於演化基因體學和遺傳學比較研究,2018/01/01~2021/06/30,"2,400,000元"
107,李昆樺,國立清華大學教育心理與諮商學系,正念為基礎預防復發與家族治療對藥癮者之兩年期療效比較研究(I),2018/08/01~2020/10/31,"754,000元"
107,李昇憲,國立清華大學奈米工程與微系統研究所,子計畫二：共振式懸浮微粒感測器(1/2),2018/05/01~2019/04/30,"3,830,000元"
107,李三保,國立清華大學材料科學工程學系（所）,輻射對替代生醫材料性質的影響,2018/08/01~2020/10/31,"2,712,000元"
107,李國賓,國立清華大學動力機械工程學系,整合型微流體系統於抗生素自動化篩選及個人化醫療之應用,2018/08/01~2021/07/31,"6,645,000元"
107,李國賓,國立清華大學動力機械工程學系,開發卵巢亮細胞癌FXYD2基因偵測之微流體系統(1/2),2018/08/01~2019/07/31,"1,350,000元"
107,李昌駿,國立清華大學動力機械工程學系,軟性電子元件封裝之力學估算智慧系統,2018/06/01~2019/07/31,"1,110,000元"
107,李明昌,國立清華大學光電工程研究所,毫米波矽光子晶片載台設計及製作(1/4),2018/08/01~2019/09/30,"12,600,000元"
107,李明蒼,國立清華大學動力機械工程學系,智動化高階電路板先進複合製造技術及系統開發(1/3),2018/12/01~2019/11/30,"8,618,000元"
107,李欣錫,國立清華大學中國文學系（所）,清初虞山派詩人陸貽典、錢陸燦、嚴熊研究──以錢謙益、錢曾為詩歌本事考察、詩學意義發生起點的討論（Ⅱ）,2018/08/01~2019/12/31,"482,000元"
107,李進得,國立清華大學原子科學技術發展中心,超臨界加熱系統遭受垂直地震加速度波的流體穩定性探討,2018/08/01~2020/07/31,"1,653,000元"
107,李政崑,國立清華大學資訊工程學系（所）,總計畫暨子計畫一：OpenVX動態編譯器支援與NNE/NNEF最佳化,2018/08/01~2021/07/31,"3,998,000元"
107,李元萱,國立清華大學教育與學習科技學系,高層次思考能力之增進：以科技為知識工具中介師資生線上多文本閱讀素養,2018/08/01~2019/07/31,"653,000元"
107,李祈均,國立清華大學電機工程學系（所）,群體人工智慧之用戶特徵學習、情緒運算及行為塑型研究(1/4),2018/01/01~2018/12/31,"6,355,000元"
107,李卓穎,國立清華大學歷史研究所,歷史學研究人才培育計畫,2018/07/01~2018/12/31,"1,000,000元"
107,李奕賢,國立清華大學材料科學工程學系（所）,結合奈米柱陣列與化學氣相沉積法生長之單層二維晶體製備大面積單光子源,2018/08/01~2021/07/31,"7,500,000元"
107,李瑞光,國立清華大學光電工程研究所,物理學門(一般組)研究發展及推動計畫,2018/01/01~2018/12/31,"337,000元"
107,李癸雲,國立清華大學台灣文學研究所,詩歌盛世，詩人厭世？──台灣新世代詩人的異化書寫,2018/08/01~2019/07/31,"411,000元"
107,李宜,國立清華大學經濟學系（所）,廠商對外投資、出口與廠商定價能力,2018/08/01~2019/07/31,"649,000元"
107,李貞慧,國立清華大學中國文學系（所）,歐陽修碑誌文及其相關問題研究,2018/08/01~2019/10/31,"531,000元"
107,李亦淇,國立清華大學生醫工程與環境科學系,以微型設計及材料調控誘導神經幹細胞形成神經網絡以應用於阿茲海默症研究,2018/08/01~2021/07/31,"4,188,000元"
107,李傳楷,國立清華大學科技管理研究所,互聯網加加什麼？百度、阿里巴巴、騰訊的構框競賽,2018/08/01~2019/07/31,"556,000元"
107,李家維,國立清華大學生命科學系（所）,全球熱帶植物種源保育計畫(4/4),2018/01/01~2019/03/31,"4,600,000元"
